,database ID|Category|Item Name|Quality|Quantity|GBP|USD|AUD|Description|Notes|Colour|Physical|Supplier|URL|Image|GBP notes|USD notes|AUD notes
,UrEg6yKO9Ckwyxrwni2F||||250|12.74|15.95|22.69||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,RWRLLhMl00s7bqVKGrvt||||500|12.74|15.95|22.69||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,t84exAUa01VUHGUqB5RD||Trainer Quality|High End|||||||||||https://cdn.shopify.com/s/files/1/0284/1529/5533/products/throwdown-amateuer-mma-hybrid-glove-red-blue-sale_649_720x.jpg?v=1577933166|||
,tX6UXHVh1pbJojPzJCE3||||1|59|74|99||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,1Wb9F6yYJlWRig4ll62X||||25|18.29|22.95|32.59||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,Z1HeNUZCzQvM8zIPEjKA||||50|16.74|20.95|29.89||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,jw3W1aCs9jjjvEqfkbtN||||100|15.09|18.89|26.85||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,BAbTMeAH8lcLbt0Rv6nN||||250|13.5|16.95|24.09||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,GEMfL4lXSR5Ve5pJNGep||||500|12.74|15.95|22.69||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,Mzke6E0afRQ3VKgljndD|Volley Balls||||||||Our Volley balls range from promotional quality to match usage. All balls come with Latex Bladders (High retention Bladders are available at an extra cost). Full descriptions below.|||||https://i.imgur.com/LUR768y.png|||
,I6CzWNpmk1ZKSDQEDOAh||Training Quality|Mid Range||||||Up to 10 spot colour design. Product dimensions; 65 x 67cm circumference. Product weight; 420-450g. Outer Material;  Soft Foamy (PVC), Satin (PVC) and PU Professional Volley Ball = PU, (Phthalate free PVC also available)  Screen reader support enabled. 3 Layers cotton/polyester cross lamination for perfect shape retention.|||||https://i.imgur.com/LUR768y.png|||
,BhXSCszwfkZMCpuBGETQ||||1|59|99|129||||||||||
,8ulcvbcryAW0le6expHT||||25|15.95|21.95|27.95||||||||||
,eTcEfTa7kndVoaPULu6K||||50|12.95|17.95|23.95||||||||||
,3gMNI3vnADmU8jYlhLHl||||100|11.89|15.76|21.29||||||||||
,JFuWsoENsDDv4XRsPC1V||||250|10.95|14.57|19.68||||||||||
,QnokukaGJ4zSHwkvOZf0||||500|9.99|13.24|17.99||||||||||
,eEEob8IQDoOejEOa7Ofk||Promo Quality|Low Range|||||PVC Promotional Quality Volley Ball|Up to 10 spot colour design. Product dimensions; 65 x 67cm circumference. Product weight; 450-460g. Outer Material;  Soft Foamy (PVC), Satin (PVC) and PU Professional Volley Ball = PU, Professional Beach Volley Ball = PVC (Phthalate free PVC also available)  Screen reader support enabled. 2 Layers cotton/polyester cross lamination for perfect shape retention.|||||https://cdn.shopify.com/s/files/1/0284/1529/5533/products/Volleyball-1_720x.png?v=1577933208|||
,FCVIklP4N98Hl69GdUCt||||1|59|99|129||||||||||
,L7oOU68wcExOM7YlWCJE||||25|13.95|18.49|24.95||||||||||
,WtIClw6Rgo8mRUQZAIeD||||50|10.95|14.49|19.59||||||||||
,YTQRZnlHL9C4DLpsOfYE||||100|9.89|13.19|17.69||||||||||
,Ksz78Om9zt0Ry0NbtlZo||||250|8.95|11.86|15.95||||||||||
,EDfNJaKV1hPysYTUBJeR||||500|7.99|10.59|14.29||||||||||
,qKA64T2n011l2HPhkqJg||Mini Volley|Mid Range|||||Mini/Small Volleyballs|Up to 10 spot colour design. Product dimensions; 42 - 44cms circumference. Product weight; 150-160g. Outer Material;  Soft Foamy (PVC), Satin (PVC) and PU Professional Volley Ball = PU, Professional Beach Volley Ball = PVC (Phthalate free PVC also available)  Screen reader support enabled. 2 Layers cotton/polyester cross lamination for perfect shape retention.|||||https://cdn.shopify.com/s/files/1/0284/1529/5533/products/Volleyball-1_720x.png?v=1577933208|||
,wnY2MrgmMiVZt34tSuiq||||1|59|99|129||||||||||
,rISC2yGt9W7N1pQKkyxc||||25|12.49|16.59|22.39||||||||||
,C4MQ6McdNEfe6HVXNGcD||||50|9.49|12.59|16.99||||||||||
,eL1BQxZr6qoPfaRHumRe||||100|7.89|10.46|14.14||||||||||
,uQZ4a9igwVruPOagmdn3||||250|5.49|8.29|9.84||||||||||
,0z1iHqrrHZZ5lskK28j4||||500|4.99|6.29|8.15||||||||||
,OdOXWsSSpsbuykFEZLle|Bike Locks|||||||Combination Locks or cable locks available|Branded come from over seas and unbranded in the USA|||||https://trello-attachments.s3.amazonaws.com/5c9bc272050c4d5bcffdcb78/376x359/8f668d2f75186f5d1622f4a6d944c087/Bike_lock_example.png|||
,wflZYQ7lNedtQEoI90f9||Promo Quality|Mid Range|||||||||||https://trello-attachments.s3.amazonaws.com/5c9bc272050c4d5bcffdcb78/376x359/8f668d2f75186f5d1622f4a6d944c087/Bike_lock_example.png|||
,riHX1WOxMuraQbnxjWyi||||1|39.95|49|69||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,EXkrt2NVocwoMjbfnfuZ||||25|15.95|19.95|29||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,s9Tdqtvy2qkGGMn3wzAS||||50|11.95|14.95|21||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,t9BKAW6BbyR6uCRXNY1z||||100|9.95|11.95|17||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,VrhV9WPyVljrCATu0cdB||||250|7.49|8.95|13||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,FSzl99LesT4qrgDgtvNT||||500|6.59|8.24|11.5||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,OiezWEwfZHRhCuT2oXsf|YOGA MATS|||||||Yoga or Gym Mats|We have a range of gym and yoga mats available. Please see details below on varies materials. Standard size is 183cm x 61cm and 4.5mm thick|||||https://i.imgur.com/bX06OkD.jpg|||
,60cUFvHUyYaMKA1J7q3D||Suede Single Side digital print|High End|||||The suede finish mats are deemed our most "eco-friendly" being made out of natural rubber. Additionally, containing no PVC or other synthetic rubbers, the natural rubber tapped from trees are sustainable and gives the mat more cushioning, allowing for an enhanced grip handling. Comprised of 100% high quality micro-fiber suede surface, the yoga mats are biodegradable with fabrics being completely soft and gentle on the skin. The designs are heat transferred onto the yoga mats, using a heat-pressing machine. This allows near no limitations in terms of design, and we can do photo quality, and and multiple of colours and designs.|US version -24” x 68” 84 oz/piece|full color (PMS Match Available)|The suede mats in China are 72"x 24" x 4.5mm (Bee Queen) and 72"x 24" x 4mm (Dean)|||https://i.imgur.com/O4BDba9.jpg|||
,FXNJKjyyekMZlz8VYRGc||||1|59|89|119||||||||||
,bVNAOq0l0diIVxWRO344||||25|49|79|95||||||||||
,sQpyk9eJW0ywThcK0KaS||||50|45|69|88||||||||||
,J3nbf9Vkq6HZ0q1FofmJ||||100|39|59|79||||||||||
,ypu2tOvmiggDnWsgZQWb||||250|29|49|69||||||||||
,vGcNAdQbPzHV6Gc1XtZB||||500|23|38|49||||||||||
,9kB0eoPyzS4Qqbdp9P9J||||1000|17.5|24|39||||||||||
,Yuo0ANiVEkO9VDmr7bDe||PVC (Poly Vinyl Chloride)|Mid Range||||||The most common material for yoga mats. Most yoga mats are made from PVC (polyvinyl chloride), also knows as vinyl. Again, much lighter than the suede finish mat, so easier to transport, however these have to be made on mass, so MOQ for this mat would be 50, as they cannot be heat transferred,  so the designs are limited to 1 print, and usually maximum of 2 colours, plus the colour of the mat.  This is for mats in China.|Full color print on a white mat -US supplier|New Supplier in the US can sublimate these mats (same process  as the suede) and the can be full color on a white mat.||||||
,UpApXbIvct8EjLxJhUXS||||1|69|59|129||||||||||
,SNunNjHvyNd5wxwuhcNN||||25|0|54|0||||||||Min order 50||Min order 50
,LBX95dJ2KSnQsYsVCAgu||||50|35|49|71||||||||||
,Afv1X4OUBLAPOLb5Ym4u||||100|21|46|34||||||||||
,rkAmXEcHWh2YBcR5NcKO||||250|16|44|25||||||||||
,MfxgJbZl4Y2nIL6YKfpE||||500|13|39|20||||||||||
,JXTMZ0Kt3dF849xpKsfS||||1000|9|15|15||||||||||
,ZfrbPvRAbnQ8BOmAVIPZ||(TPE) Thermo Plastic elastomers|High End||||||The TPE (Thermoplastic Elastomer) mats, are petroleum-derived, so they are not fossil-based, using instead renewable biomass (corn, vegetable oil) and synthetics (e.g. polyester). This is quite a popular man made type of rubber, commonly the material is used as ear plugs, toothbrush handles and weather seals. It is soft and less durable, though more favourable, than PVC. It is much lighter than the suede finish mat, so easier to transport, however these have to be made on mass, so MOQ for this mat would be 50, as they cannot be heat transferred,  so the designs are limited to 1 print, and usually maximum of 2 colours, plus the colour of the mat.|must use stock color mats. to PMS match the mat it is an MOQ of 500 pieces.|size 183*61*0.6cm with full size printing in one color.|Dean||https://i.imgur.com/kXFExhH.jpg|||
,2MicMb2YtWyImXKWCsJM||||1|69|109|129||||||||||
,hFDL7QN80B3XyYIYUHs6||||25|0|0|0||||||||Min order 50|Min order 50|Min order 50
,Fmo0DqxQIIweasx0wyzP||||50|38|59|79||||||||||
,HoXK1rGFjhZ34hElLmKd||||100|24|33|42||||||||||
,jdPZYpVBpO5DrzTAM5qX||||250|19|26|33||||||||||
,VLw2ZXsxtlDIyczCG7t4||||500|16|22|28||||||||||
,CinHbRu3Qg32IrId2xH6||||1000|12|19|21||||||||||
,PPgbuI70WjRT7YOCkete|Base Ball Bats|||||||Baseball Bats|Baseball Bats can be custom wrapped, sprayed or decaled to order.|||||https://trello-attachments.s3.amazonaws.com/59cd167b62f8cba39a9ed1bc/5acd56f51ba834c8c41c0dbc/83370814e90f05ba42016fd34c3437ed/Baseball_Locall.jpeg|||
,ogmE4tu6UB8m41kxBNFA||Trainer|Mid Range|||||(Promo Quality, not Trainer) We would find the bat material and size the customer  wants and send them out to be sprayed, wrapped and decaled.|This is specifically for lower quantity USA orders.  Large orders will need to go to China|Sprayed, Wrapped and or decaled|Wood and Aluminum bats will work|Razor Image||https://trello-attachments.s3.amazonaws.com/59cd167b62f8cba39a9ed1bc/5acd56f51ba834c8c41c0dbc/83370814e90f05ba42016fd34c3437ed/Baseball_Locall.jpeg|||
,7Jtu94ME01jQ9uY6KWoS||||1|129|165|229||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,KMghkAEny1YTxOFklNLb||||25|89|115|159||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,XnX9NhxTaSc3SbQJSGVP||||50|79|105|145||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,SO3wzN2FY9XoQJoC7eYT||||100|69|89|124||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,AnRm5fs8OBoVUWr5mAdH||||250|61|79|109||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,i4MsxmCpRCVjVtPJUlPd||||500|53|69|95||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,Qt3j4DcZKKJBr8oob1K0|SUP Boards|||||||Stand Up Paddle Boards|Various sizes available from Length: 9'0" - 11'0" Width: 28" - 34" Thickness: 4"|||||https://cdn.shopify.com/s/files/1/0284/1529/5533/products/0024_sup2_720x.jpg?v=1577933147|||
,VByxJsIOdtnt2KIVvZNj||Hard Board|High End||||||Our fiberglass Paddle Boards are athlete ready and includes full design on a single or double side. Standard size 9' creating a huge space to display your clients brand on. perfect for impactful events by the lake or instore loaders. • High Density Foam Core • US Glassing • Resin – Silma Resin Full colour digitally printed single or double sided option (Pantone matched) Available in FCS or Future fin boxes + large single mid fin.|Full color (PMS Match Available)|*UPSELL* The SUP usually have one large fin or sometimes a large fin with 2 small fins on the sides.|||https://cdn.shopify.com/s/files/1/0284/1529/5533/products/Paddle-board-2_720x.jpg?v=1577933149|||
,P30xPCNfsQwtmGkAPprr||||1|1249|1349|1699||||||||||
,NNNqQzcNtaFIv23VReFJ||||25|1119|1289|1669||||||||||
,8u9Flh9z7TlRsyXKVniv||||50|999|1149|1554||||||||||
,voOLTO8GEBKjBFRLR93Y||||100|809|1019|1379||||||||||
,4WIxJnfE0JMpjKU80PS2||||250|789|949|1279||||||||||
,EpDWhw0eb8rbXCWhLZmK||||500|699|899|1216||||||||||
,uDMFHnnC4MIlFXWVx3v7||Inflatables|High End||||||The Inflatable boards are stable, rigid, performance-ready paddle boards that any rider of any skill level can jump on and really enjoy the ride. For smaller riders, the 11’ is a great option. Short, maneuverable and stable thanks to the board’s 6″ thickness and 32″ width. This SUP is perfect for any rider looking for a more compact ride.  The boards can handle weight up to 350 pounds. .  All of our inflatable boards come standard with Bungee Attachments and Handles in the front, back and center of the board for the ultimate in carrying convenience. The board comes with an easy to load Backpack, 3-Piece Paddle, Quality Pump, Leash, Repair Kit and Removable Fins.|||||https://i.pinimg.com/originals/2c/c9/83/2cc983b3d4c52429ac3c6cb658701aee.jpg|||
,EmCSUIOA7iggpI2R8tLv||||1|919|999|1499||||||||||
,4SBOJVJZcPvExyzKmVSH||||25|649|745|1169||||||||||
,V4bjLok4EwZozmdRRMO1||||50|569|699|1019||||||||||
,Zh1tFPnHBoOyFWmRyQNW||||100|509|669|909||||||||||
,S4rvPiiUmOWKeOIdwZZz||||250|469|609|839||||||||||
,g8B47RO7mGsKF9wqE04F||||500|429|539|769||||||||||
,SO7P8qB2MnD520ibYRQ3|Ping Pong balls|||||||Custom  Printed Ping Pong Balls||||||https://cdn.shopify.com/s/files/1/0284/1529/5533/products/Disrupt-Product-Images-128_Web_720x.jpg?v=1577933166|||
,ryd43OCnZg4ar3syQ9vm||Promo Quality|Low Range|||||White 1 Star Seamless  Ping Pong balls with 1-4 color imprint (40mm Round)|Sold in following quantities 1, 6, 12, 24, 48 and 144 (other quantities available but these are most common)|white balls are standard (colored balls may be available upon request)|Max. imprint Area 7/8" dia.|Hampton Tech||https://cdn.shopify.com/s/files/1/0284/1529/5533/products/Disrupt-Product-Images-128_Web_720x.jpg?v=1577933166|||
,Z5I1EBZlGjrX6G76YChd||||1|3.29|4.19|5.95||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,VLPSe82NywYALjRt0f6L||||25|2.89|3.69|4.95||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,7721NsSpBpebT9RYzDAI||||50|2.59|3.29|4.49||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,qlKfAq0YHHK1vAKvd5gv||||100|2.09|2.66|3.69||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,hG0XeRuQfZcinjCbNJ37||||250|1.79|2.29|3.09||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,a9YwgVIREJ1aFtg4UvRU||||500|1.39|1.69|2.44||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,0p5zbsT8Eu9exAVz19hr||||1000|0.99|1.26|1.74||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,UzTBTqX87VA0GjtZQFzF|Wooden Cricket Bats|||||||Wooden Cricket Ball|PMS Match (wrapped) cricket bat|||||https://cdn.shopify.com/s/files/1/0284/1529/5533/products/0015_cricketbat_720x.jpg?v=1577933212|||
,MiSgAhlXuuBEYpgl5nE6||Promo Quality|Low Range|||||||||||https://trello-attachments.s3.amazonaws.com/5dd586b81c055833459289f1/720x1280/d583e85ff5b145833f0ade8efe46cd55/IMG-20191211-WA0025.jpg|||
,7GgHU0oSsnOLznI5ubm4||||1|129|164|229||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,kX8npg0rPokFQpuz7WPN||||25|114|146|199||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,nTDy7ggUiWwpntlY1NMw||||50|99|124|174||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,Kz1BR2ssddCWAcYoqlnZ||||100|79|99|139||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,ybM6x6FqAl7NgkXHpnwv||||250|69|89|124||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,fmr1VN5NKaTbshvtJjbC||||500|59|74|104||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,rPCC17BxmWL9Dp6Eurt3||Trainer Quality|Mid Range|||||Many Sizes available|Full Color -PMS match|||Rovia Sports||https://cdn.shopify.com/s/files/1/0284/1529/5533/products/0015_cricketbat_720x.jpg?v=1577933212|||
,XcwWgn3pp220adoYKBrv||||1|149|189|264||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,TzSanVZnxd3s9cwAbFfN||||25|134|169|239||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,UN5uZF24VyPtFhA4rhhU||||50|119|154|209||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,3vCg9Lrqd2ggTnt75beZ||||100|99|124|174||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,uZboSdsMl0bkp0UZX846||||250|89|114|157||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,FYkDWnbMXUOJBzn8YToN||||500|99|124|174||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,V0uN2pVaaTcpHKFfQ3Gk|Lacrosse Balls|||||||Printed  LAX Balls|Custom Printed LAX or massage Ball|||||https://cdn.shopify.com/s/files/1/0284/1529/5533/products/Lacrosse-Ball_720x.png?v=1577933205|||
,0gacDB9VjtICCT4uSMbH||Debossed|Mid Range|||||||Available Ball Colors are Black, Blue, Red, Orange, Pink, Green and yellow||China- Suzhou Everise Fitness Co., Ltd.||https://i.ebayimg.com/images/g/VcoAAOSwoOBZzlpJ/s-l400.jpg|||
,I11xtE2fEQqIm88yLLOy||||1|35|44|59||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,EXxCJgASYXA7CR38I3tx||||25|0|0|0||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||MOQ 100|MOQ 100|MOQ 100
,mhQ1D7qB2uGGxueB4jVX||||50|0|0|0||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||MOQ 100|MOQ 100|MOQ 100
,fawpXGYMwozIF1fbJtRX||||100|6.79|8.39|10.19||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,1pxQlyjhjTL2uQxbwwLX||||250|4.79|6.09|8.39||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,fUguVn2j8kP3FG6gW9ju||||500|4.09|5.19|8.19||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,QMevdyegFOCmwg63x9w1||Printed|Mid Range|||||||Available Ball Colors are Black, Blue, Red, Orange, Pink, Green and yellow|One color Imprint|China- Suzhou Everise Fitness Co., Ltd.||https://trello-attachments.s3.amazonaws.com/5cbdd6346d7a0a322dc13e63/1080x1440/8bfc3e2a6ccab87566fb7417203e9964/print_logo.jpg|||
,0ej56WXgD0Bu3MmlvvuD||||1|35|44|59||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,4rHVpLgYQoVXFfKGmOXb||||25|0|0|0||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||MOQ 50|MOQ 50|MOQ 50
,zKIaiWiGWb5oKLWm3Fs2||||50|6.95|8.88|12.19||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,KTQ0LQnDe9kVx8o3iZEh||||100|5.95|7.59|10.46||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,BcSTKtvhhBbfxF3a8fzG||||250|4.95|6.32|8.69||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,iuUFiZD3ciuYxkbs8JhI||||500|4.19|5.35|7.36||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,VclPJqYZVaVhdg9BSTmx|Soccer Balls|||||||Soccer Balls|Our Soccer balls range from promotional quality to match usage. All balls come with Latex Bladders (High retention Bladders are available at an extra cost). Full descriptions below.|||||https://i.imgur.com/LoIwUsE.jpg|||
,5XQL7pQYHRv4fmPmZf4o||Match Quality|High End|||||Match Quality Soccer Balls|Product Dimensions; 68.5 - 69.5cms.  Product weight; 420 - 440g. Imprint Dimensions; Up to 10 spot colour design.	Outer Material Available; PVC (Gloss 1.2 & 1.4mm), PVC (Foamy), Under Glass PVC Finish and PU. (Other finishes available include Phthalate free)  Lining;4 Layers Polyester/Cotton cross lamination for perfect shape retention . Panel's Construction;  32 Panels, 26 Panels, 20 Panels, 18 Panels, 12 Panels and 6 Panels|||||https://i.imgur.com/CqbgTPS.png|||
,yQNcr0z6qoHVvLXjg8h3||||1|59|99|129||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,RW1CsAVoFsiaQfjDI4Gc||||25|17.49|23.19|31.34||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,Wc8YOtnCodpYS0AwaW7N||||50|14.44|19.15|25.89||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,ipQ1Telp1dEsbhu1WdP5||||100|13.39|17.76|23.99||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,bqmdkUTyJqoB31m9MDDr||||250|12.45|16.49|22.29||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,d4MgvMIUmFrvgwRs95M7||||500|11.49|15.24|20.59||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,5ikE9KjGgMUIqC44rvVk||Training Quality|Mid Range|||||Training Quality Soccer Balls|Product Dimensions; 68.5 - 69.5cms.  Product weight; 350 - 380g. Imprint Dimensions; Up to 10 spot colour design.	Outer Material Available; PVC (Gloss 1.2 & 1.4mm), PVC (Satin), Under Glass PVC Finish and PU. (Other finishes available include Phthalate free)  Lining; 3 Layers Polyester/Cotton cross lamination for perfect shape retention . Panel's Construction;  32 Panels, 26 Panels, 20 Panels, 18 Panels, 12 Panels and 6 Panels|||||https://i.imgur.com/LoIwUsE.jpg|||
,eCxOrSPS3oMQ1DTxO3vZ||||1|59|99|129||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,rn8oC24Ax1VdrXUhJyDD||||25|15.95|21.95|27.95||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,3K0kTNXzPPb1OSuw3lOn||||50|12.95|17.19|23.95||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,9cLzLp48UVdXEMpNA8OM||||100|11.89|15.76|21.29||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,gM2IRYkhi0Y55o3Zq35x||||250|10.95|14.57|19.68||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,ehexBNTLBHpLXJF2XaXd||||500|9.99|13.24|17.99||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,BD02UBMPhSjIm6KV9cUc||Mini Soccer|Low Range|||||Small/Mini Soccer Balls|Product Dimensions; 42 - 44cms.  Product weight; 140 - 150g. Imprint Dimensions; Up to 10 spot colour design.	Outer Material Available; PVC (Gloss 1.2 & 1.4mm), PVC (Satin),  (Other finishes available include Phthalate free)  Lining; 2 Layers Polyester/Cotton cross lamination for shape retention . Panel's Construction;  18 Panels, 12 Panels and 6 Panels|||||https://i.imgur.com/NjjVoSM.png|||
,JsSvgbIHfmFCSetZ0Hys||||1|59|99|129||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,RyU8CJL3S65A0G1dhtNi||||25|12.95|17.19|23.19||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,ESA7yL0VRYr8gctfHTkS||||50|9.95|13.19|17.79||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,CH2HlEkjeEQ80J71VV4U||||100|8.39|11.14|14.99||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,UngfCLX6H4YR5H8Oq5bn||||250|5.95|7.89|10.66||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,2WocD3ynosrBmoA92U1k||||500|4.49|6.56|8.87||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,xm6C8NN5AlT7ltEG1OOH||Promo Quality|Low Range|||||Promotional Quality Soccer Balls|Product Dimensions; 68.5 - 69.5cms.  Product weight; 260 - 295g. Imprint Dimensions; Up to 10 spot colour design.	Outer Material Available; PVC (Gloss 1.2 & 1.4mm), PVC (Satin), Under Glass PVC Finish and PU. (Other finishes available include Phthalate free)  Lining; 2 Layers Polyester/Cotton cross lamination for shape retention . Panel's Construction;  32 Panels, 26 Panels, 20 Panels, 18 Panels, 12 Panels and 6 Panels|||||https://cdn.shopify.com/s/files/1/0284/1529/5533/products/Soccer-ball_720x.png?v=1577933213|||
,WURbhrFprO6OhFSlBNp1||||1|59|99|129||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,8iln8fJM478pQI4s8b9N||||25|13.95|18.49|24.95||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,2TOiIt8I7mJsIbeFCbgS||||50|10.95|14.49|19.59||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,5hJquYE9wv69QaTI4F7g||||100|9.39|12.19|17.69||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,1wS5E0TFz3XWV23NiT0j||||250|7.95|11.86|15.95||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,gc5CG3sOzDSMLRtms8aL||||500|6.49|9.59|13.29||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,WSQRhTKhQTJI12HnrBKA|Golf Balls|||||||Golf Balls|Personalized White Golf Balls|||||https://i.imgur.com/vzdVy84.jpg|||
,4AC9DuiZgPNgUMeTNzQy||Training Quality|Mid Range|||||White Promo Balls Available  with 4-Color Artwork|Sold in sets of 6|White balls are standard (colored balls may be available upon request)||Hampton Tech||https://i.imgur.com/vzdVy84.jpg|||
,6p8wno2LOlmfcO1sEyHk||||6|4.95|6.29|8.69||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,CE01jBZODsX6TN0uh2dm||||24|3.69|4.69|6.49||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,1bpeLgDfmLe9FwMYkx3z||||48|2.95|3.79|5.19||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,ZgeaJurpgzjv9lzSWYKQ||||96|2.69|3.45|4.69||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,bMwPDP42810a5xaPGWoq||||246|2.29|2.89|3.99||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,X1rsjC697Fst73Siz5Pc||||500|2.09|2.69|3.65||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,LQhgcnlALD95XmZaK6xs||Promo Quality|Low Range|||||Sold in sets of 6.|||4 color loco available|||https://www.promotionalfings.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/protech-air-promotional-golf-balls-pf2209.jpg|||
,LA58eKdJBfLx1CSMg8bP||||6|3.89|4.94|6.84||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,rbOus2pTsFmni29nKAUc||||24|3.2|4.09|5.59||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,i0BoCNW7a3exVshKGbzd||||48|2.95|3.77|5.19||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,xaLC36F9QOl6vgwyl2gS||||100|2.79|3.49|4.89||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,PDSsn1msC0zLyk4QEEh4||||250|2.09|2.69|3.69||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,003uf8XkvfM2yvIl6vrM||||500|1.89|2.39|3.29||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
,0KkRXby7WMJ6zaqsNrVM||||1000|1.39|1.69|2.44||Surcharge for digital print, check artwork before confirming any digitally printed logos||||||||
